title,property_size(sqm),house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
2bdrm Apartment in GRA Phase 1 / Port-Harcourt for sale,500,Apartment,2,2,Unfurnished,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,Enterprise,140000000.0
4bdrm Duplex in Dape for sale,920,Duplex,4,5,Unfurnished,"Gwarinpa, Dape",Dape,Gwarinpa,Enterprise,460000000.0
5bdrm Duplex in Jahi for sale,1000,Duplex,5,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,200000000.0
5bdrm Duplex in Dawaki News for sale,500,Duplex,5,5,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,Enterprise,80000000.0
5bdrm Duplex in Ikota for sale,460,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lekki,Diamond,550000000.0
6bdrm Maisonette in Navy Estate Karshi for Sale,1400,Maisonette,6,5,Semi-Furnished,"Abuja (FCT), Karshi",Karshi,Abuja (FCT),Enterprise,150000000.0
3bdrm Apartment in Ifako for sale,650,Apartment,3,3,Semi-Furnished,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Gbagada,Enterprise,160000000.0
3bdrm Apartment in Maryland Estate for sale,600,Apartment,3,3,Semi-Furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Maryland,Enterprise,250000000.0
"4bdrm Duplex in Millennium Estate, Millenuim/UPS for sale",230,Duplex,4,4,Semi-Furnished,"Gbagada, Millenuim/UPS",Millenuim/UPS,Gbagada,Enterprise,400000000.0
2bdrm Duplex in Ilupeju Industrial Estate for sale,825,Duplex,2,4,Semi-Furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,Enterprise,830000000.0
4bdrm Duplex in Ikota for sale,450,Duplex,4,4,Semi-Furnished,"Lekki, Ikota",Ikota,Lekki,Enterprise,180000000.0
Furnished 4bdrm Duplex in Chevron for sale,500,Duplex,4,4,Furnished,"Lekki, Chevron",Chevron,Lekki,Enterprise,365000000.0
4bdrm Duplex in Kado for sale,1900,Duplex,4,4,Semi-Furnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),Enterprise,230000000.0
"5bdrm Duplex in Mini Estate, Katampe Extension for sale",1000,Duplex,5,5,Semi-Furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,Enterprise,250000000.0
"4bdrm Duplex in Gbagada, Millenuim/UPS for sale",220,Duplex,4,4,Semi-Furnished,"Gbagada, Millenuim/UPS",Millenuim/UPS,Gbagada,Enterprise,280000000.0
3bdrm Apartment in Magodo Gra Phase 2 for sale,650,Apartment,3,3,Semi-Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,Enterprise,280000000.0
Furnished 3bdrm Bungalow in Gudu for sale,700,Bungalow,3,3,Furnished,"Abuja (FCT), Gudu",Gudu,Abuja (FCT),Enterprise,280000000.0
3bdrm Block of Flats in Jahi By Gilmor for sale,1000,Block of Flats,3,3,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,620000000.0
"Furnished 4bdrm Duplex in Residential, Maitama for sale",300,Duplex,4,4,Furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),Diamond,370000000.0
3bdrm Apartment in Maryland for sale,800,Apartment,3,3,Semi-Furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Maryland,Enterprise,280000000.0
3bdrm Block of Flats in Brains And Hammers for sale,300,Block of Flats,3,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,Enterprise,60000000.0
"4bdrm Duplex in Olowora, Magodo Isheri for sale",220,Duplex,4,4,Semi-Furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,Enterprise,270000000.0
3bdrm Apartment in Jahi Gilmor for sale,1500,Apartment,3,4,Semi-Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,140000000.0
"2bdrm Block of Flats in Cpc Community, Dawaki for sale",550,Block of Flats,2,2,Semi-Furnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,Enterprise,350000000.0
4bdrm Apartment in Ikeja Gra for sale,412,Apartment,4,4,Semi-Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,Enterprise,550000000.0
"2bdrm Apartment in Yaba, Onike for sale",550,Apartment,2,2,Semi-Furnished,"Yaba, Onike",Onike,Yaba,Enterprise,150000000.0
2bdrm Block of Flats in Egbeda for sale,550,Block of Flats,2,2,Semi-Furnished,"Alimosho, Egbeda",Egbeda,Alimosho,Enterprise,220000000.0
3bdrm Apartment in Lekki Phase 2 for sale,250,Apartment,3,3,Semi-Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,Enterprise,130000000.0
2bdrm Apartment in Alkab Luxury for sale,300,Apartment,2,3,Semi-Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,Enterprise,100000000.0
4bdrm Duplex in Allen Avenue for sale,225,Duplex,4,4,Semi-Furnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,Enterprise,420000000.0
4bdrm Duplex in Utako for sale,300,Duplex,4,4,Unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),Diamond,450000000.0
4bdrm Duplex in Ogba for sale,223,Duplex,4,4,Semi-Furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,Enterprise,230000000.0
5bdrm Duplex in Oregun for sale,258,Duplex,5,5,Semi-Furnished,"Ikeja, Oregun",Oregun,Ikeja,Enterprise,450000000.0
3bdrm Block of Flats in Secured Estate for sale,419,Block of Flats,3,3,Semi-Furnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Maryland,Enterprise,650000000.0
"4bdrm Duplex in Royal Garden Estate, Off Lekki-Epe Expressway for sale",300,Duplex,4,4,Semi-Furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,Enterprise,450000000.0
"5bdrm Duplex in Bera Estate, Chevron for sale",500,Duplex,5,6,Semi-Furnished,"Lekki, Chevron",Chevron,Lekki,Enterprise,430000000.0
4bdrm Duplex in Galadimawa for sale,500,Duplex,4,4,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),Enterprise,350000000.0
2bdrm Apartment in Lekki Chevron Toll for sale,1000,Apartment,2,2,Semi-Furnished,"Lekki, Chevron",Chevron,Lekki,Enterprise,95000000.0
"3bdrm Apartment in Gbagada, Millenuim/UPS for sale",515,Apartment,3,3,Semi-Furnished,"Gbagada, Millenuim/UPS",Millenuim/UPS,Gbagada,Enterprise,170000000.0
"2bdrm Bungalow in South Point Estate, Lekki Phase 2 for sale",400,Bungalow,2,2,Semi-Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,Enterprise,65000000.0
5bdrm Duplex in Lekki Phase 2 for sale,500,Duplex,5,5,Semi-Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,Enterprise,350000000.0
"3bdrm House in On Muslim Bridge, Oluyole Estate for sale",900,House,3,3,Unfurnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,False,22000000.0
3bdrm Duplex in Ilupeju Estate for sale,220,Duplex,3,3,Semi-Furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,Enterprise,300000000.0
3bdrm Block of Flats in Akoka for sale,600,Block of Flats,3,3,Semi-Furnished,"Yaba, Akoka",Akoka,Yaba,Enterprise,280000000.0
5bdrm Duplex in Opebi for sale,450,Duplex,5,5,Unfurnished,"Ikeja, Opebi",Opebi,Ikeja,Enterprise,750000000.0
"4bdrm Duplex in News Engineering, Dawaki for sale",1000,Duplex,4,5,Semi-Furnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,Enterprise,60000000.0
3bdrm Apartment in Gbagada for sale,558,Apartment,3,3,Semi-Furnished,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Gbagada,Enterprise,100000000.0
"Furnished 5bdrm Duplex in Startimes Estate, Apple Junction for sale",465,Duplex,5,5,Furnished,"Amuwo-Odofin, Apple Junction",Apple Junction,Amuwo-Odofin,False,350000000.0
Furnished 3bdrm Block of Flats in Dakwo Community for sale,192,Block of Flats,3,3,Furnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),False,13500000.0
5bdrm Bungalow in Ijede / Ikorodu for sale,648,Bungalow,5,5,Semi-Furnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,Enterprise,40000000.0
4bdrm Duplex in Dawaki for sale,1900,Duplex,4,4,Semi-Furnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,Enterprise,280000000.0
Furnished 3bdrm Block of Flats in Falola Ipaja Lagos for sale,600,Block of Flats,3,4,Furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,False,45000000.0
Furnished 3bdrm Duplex in Alagbado Lagos for sale,202,Duplex,3,3,Furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,False,45000000.0
5bdrm Duplex in Omole Phase1 for sale,249,Duplex,5,5,Semi-Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,Enterprise,650000000.0
"3bdrm Duplex in Galilee Estate, Port-Harcourt for sale",465,Duplex,3,3,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,175000000.0
1bdrm Condo in Wuye for sale,60,Condo,1,2,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,113000000.0
4bdrm Duplex in Opebi for sale,250,Duplex,4,4,Semi-Furnished,"Ikeja, Opebi",Opebi,Ikeja,Enterprise,550000000.0
Furnished 4bdrm Duplex in Lekki Phase 2 for sale,450,Duplex,4,4,Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,Enterprise,190000000.0
2bdrm Block of Flats in Katampe (Main) for sale,250,Block of Flats,2,2,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,Diamond,85000000.0
4bdrm Duplex in Gbagada Phase 2 for sale,255,Duplex,4,4,Semi-Furnished,"Gbagada, Phase 2",Phase 2,Gbagada,Enterprise,450000000.0
"4bdrm Duplex in River Valley Estate, Berger for sale",230,Duplex,4,4,Semi-Furnished,"Ojodu, Berger",Berger,Ojodu,Enterprise,245000000.0
4bdrm Duplex in Opebi for sale,220,Duplex,4,4,Semi-Furnished,"Ikeja, Opebi",Opebi,Ikeja,Enterprise,500000000.0
2bdrm Apartment in Victoria Island Extension for sale,25,Apartment,2,3,Semi-Furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,Enterprise,290000000.0
"Furnished 4bdrm Duplex in Shell Cooperative, Eneka for sale",465,Duplex,4,4,Furnished,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,Enterprise,190000000.0
2bdrm Block of Flats in Magodo Gra Phase1 for sale,420,Block of Flats,2,2,Semi-Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,Enterprise,350000000.0
7bdrm Duplex in Magodo Phase2 for sale,259,Duplex,7,7,Semi-Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,Enterprise,750000000.0
"2bdrm Apartment in Off College Road, Ifako-Ogba for sale",650,Apartment,2,2,Semi-Furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,Enterprise,100000000.0
4bdrm Duplex in Medina for sale,500,Duplex,4,4,Semi-Furnished,"Gbagada, Medina",Medina,Gbagada,Enterprise,400000000.0
Furnished 1bdrm Apartment in Brains And Hammers for sale,250,Apartment,1,1,Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,Enterprise,38000000.0
"Furnished 3bdrm Duplex in Agip Estate, Obio-Akpor for sale",255,Duplex,3,3,Furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Enterprise,185000000.0
"Furnished 2bdrm Bungalow in Balofem Properties , Abeokuta North",1200,Bungalow,2,4,Furnished,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,Diamond,25000000.0
"10bdrm Bungalow in Balofem Properties $, Abeokuta North for sale",700,Bungalow,10,5,Semi-Furnished,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,Diamond,25000000.0
"4bdrm Bungalow in Balofem Properties &, Abeokuta North for sale",648,Bungalow,4,5,Unfurnished,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,Diamond,10000000.0
"Furnished 6bdrm Block of Flats in Balofem Properties &, Abeokuta North",648,Block of Flats,6,5,Furnished,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,Diamond,30000000.0
"10bdrm Bungalow in Balofem Properties &, Abeokuta North for sale",648,Bungalow,10,2,Unfurnished,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,Diamond,40000000.0
"10bdrm Bungalow in Balofem Properties &, Abeokuta South for sale",648,Bungalow,10,11,Semi-Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,20000000.0
"Furnished 5bdrm Bungalow in Balofem Properties &, Abeokuta South",648,Bungalow,5,2,Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,18000000.0
"4bdrm Bungalow in Balofem Properties &, Abeokuta North for sale",648,Bungalow,4,2,Unfurnished,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,Diamond,10000000.0
"Furnished 20bdrm House in Balofem Properties &, Abeokuta North",1200,House,20,16,Furnished,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,Diamond,50000000.0
5bdrm Duplex in Magodo Gra Phase1 for sale,315,Duplex,5,5,Semi-Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,Enterprise,700000000.0
Furnished 4bdrm Duplex in Guzape District for sale,600,Duplex,4,4,Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Premium,850000000.0
15bdrm Block of Flats in Alagbado Lagos State for sale,648,Block of Flats,15,17,Semi-Furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,False,150000000.0
"3bdrm Bungalow in Ibeju Lekki Aiyetoro, Aiyeteju for sale",350,Bungalow,3,3,Semi-Furnished,"Ibeju, Aiyeteju",Aiyeteju,Ibeju,Enterprise,90000000.0
5bdrm Duplex in Opebi for sale,300,Duplex,5,5,Semi-Furnished,"Ikeja, Opebi",Opebi,Ikeja,Enterprise,700000000.0
1bdrm Block of Flats in Rind Road for sale,600,Block of Flats,1,1,Unfurnished,"Ibadan, Rind Road",Rind Road,Ibadan,Enterprise,60000000.0
"3bdrm Block of Flats in Balofem Properties &, Obafemi-Owode for sale",300,Block of Flats,3,3,Unfurnished,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,Diamond,35000000.0
"5bdrm Duplex in Police Service, Idu for sale",1200,Duplex,5,5,Unfurnished,"Jiwa, Idu",Idu,Jiwa,Enterprise,120000000.0
5bdrm Duplex in Guzape for sale,1000,Duplex,5,5,Semi-Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,750000000.0
Furnished 4bdrm Duplex in Abiola Farm Estate for sale,400,Duplex,4,5,Furnished,"Ipaja, Ayobo",Ayobo,Ipaja,False,185000000.0
4bdrm Duplex in Yaba for sale,210,Duplex,4,4,Semi-Furnished,"Yaba, Sabo / Yaba",Sabo / Yaba,Yaba,Enterprise,290000000.0
3bdrm Apartment in Off Toyin for sale,650,Apartment,3,3,Semi-Furnished,"Ikeja, Toyin Street",Toyin Street,Ikeja,Enterprise,210000000.0
3bdrm Block of Flats in Omole Phase 2 for sale,428,Block of Flats,3,3,Semi-Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,Enterprise,500000000.0
"10bdrm Block of Flats in Balofem Properties &, Abeokuta South for sale",648,Block of Flats,10,10,Semi-Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,80000000.0
5bdrm Duplex in Ikeja Gra for sale,220,Duplex,5,5,Semi-Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,Enterprise,950000000.0
"Furnished 6bdrm House in Balofem Properties &, Abeokuta South for sale",150,House,6,6,Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,50000000.0
"Furnished 4bdrm House in Balofem Properties &, Abeokuta South for sale",1000,House,4,5,Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,120000000.0
4bdrm Duplex in Opebi for sale,225,Duplex,4,4,Semi-Furnished,"Ikeja, Opebi",Opebi,Ikeja,Enterprise,450000000.0
"Furnished 18bdrm Block of Flats in Balofem Properties &, Abeokuta South",700,Block of Flats,18,12,Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,70000000.0
"Furnished 6bdrm Block of Flats in Balofem Properties &, Abeokuta South",200,Block of Flats,6,6,Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,50000000.0
"Furnished 5bdrm Duplex in Balofem Properties &, Abeokuta South for sale",1000,Duplex,5,5,Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,150000000.0
3bdrm Duplex in Gbagada Phase1 for sale,225,Duplex,3,3,Semi-Furnished,"Gbagada, Phase 1 / Gbagada",Phase 1 / Gbagada,Gbagada,Enterprise,400000000.0
3bdrm Apartment in Ikeja Gra for sale,850,Apartment,3,3,Semi-Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,Enterprise,330000000.0
"3bdrm Apartment in Ikeja, Adeniyi Jones for sale",650,Apartment,3,3,Semi-Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,Enterprise,300000000.0
3bdrm Block of Flats in Mabushi for sale,350,Block of Flats,3,3,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Diamond,180000000.0
"4bdrm Duplex in Magodo Phas1, GRA Phase 1 for sale",220,Duplex,4,4,Semi-Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,Enterprise,280000000.0
4bdrm Duplex in Magodo Gra Phase2 for sale,228,Duplex,4,4,Semi-Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,Enterprise,550000000.0
3bdrm Bungalow in Shimawa for sale,648,Bungalow,3,3,Unfurnished,"Sagamu, Shimawa",Shimawa,Sagamu,Enterprise,7000000.0
"4bdrm Duplex in Ocean Bay, Lekki Phase 2 for sale",500,Duplex,4,4,Semi-Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,Enterprise,170000000.0
3bdrm Block of Flats in Bariga for sale,600,Block of Flats,3,2,Semi-Furnished,"Shomolu, Bariga / Shomolu",Bariga / Shomolu,Shomolu,Enterprise,170000000.0
5bdrm Duplex in Ikota for sale,320,Duplex,5,5,Semi-Furnished,"Lekki, Ikota",Ikota,Lekki,Enterprise,350000000.0
11bdrm Block of Flats in Ikorodu Garage for sale,648,Block of Flats,11,11,Semi-Furnished,"Ikorodu, Ikorodu Garage",Ikorodu Garage,Ikorodu,Enterprise,170000000.0
4bdrm Duplex in GRA Phase 1 for sale,600,Duplex,4,4,Semi-Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,Enterprise,450000000.0
Furnished 4bdrm Bungalow in Oluwalogbon Ayobo for sale,350,Bungalow,4,5,Furnished,"Ipaja, Ayobo",Ayobo,Ipaja,False,60000000.0
5bdrm Duplex in Magodo Phase 2 for sale,258,Duplex,5,5,Semi-Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,Enterprise,450000000.0
5bdrm Duplex in Omole Phase2 for sale,250,Duplex,5,5,Semi-Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,Enterprise,580000000.0
Furnished 2bdrm Duplex in Obio-Akpor for sale,465,Duplex,2,2,Furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Enterprise,85000000.0
Furnished 3bdrm Bungalow in Apex Alagbado Lagos for sale,500,Bungalow,3,4,Furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,False,20000000.0
"2bdrm Block of Flats in Abuja Property, Karsana for sale",250,Block of Flats,2,2,Semi-Furnished,"Gwagwa, Karsana",Karsana,Gwagwa,False,49000000.0
"3bdrm Apartment in Crystal Apartments, Kado for sale",2000,Apartment,3,4,Semi-Furnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),Enterprise,140000000.0
"3bdrm Bungalow in Signature Hotel, Festac for sale",486,Bungalow,3,3,Semi-Furnished,"Amuwo-Odofin, Festac",Festac,Amuwo-Odofin,False,60000000.0
5bdrm Duplex in Lekki Phase1 for sale,300,Duplex,5,5,Semi-Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,Enterprise,750000000.0
20bdrm Block of Flats in Baruwa Ipaja for sale,500,Block of Flats,20,20,Semi-Furnished,"Ipaja, Baruwa",Baruwa,Ipaja,False,90000000.0
"5bdrm Duplex in Lenzo Pacific, Pyakasa for sale",300,Duplex,5,4,Unfurnished,"Abuja (FCT), Pyakasa",Pyakasa,Abuja (FCT),Diamond,120000000.0
"4bdrm Duplex in Millennium, Millenuim/UPS for sale",295,Duplex,4,4,Semi-Furnished,"Gbagada, Millenuim/UPS",Millenuim/UPS,Gbagada,Enterprise,320000000.0
3bdrm Block of Flats in Allen for sale,600,Block of Flats,3,3,Unfurnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,Enterprise,380000000.0
2bdrm Apartment in Chevron for sale,600,Apartment,2,2,Semi-Furnished,"Lekki, Chevron",Chevron,Lekki,Enterprise,180000000.0
4bdrm Block of Flats in Ilupeju Estate for sale,467,Block of Flats,4,4,Semi-Furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,Enterprise,500000000.0
2bdrm Apartment in Lekki Phase 2 for sale,200,Apartment,2,3,Semi-Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,Enterprise,100000000.0
5bdrm Duplex in Ikota for sale,325,Duplex,5,5,Semi-Furnished,"Lekki, Ikota",Ikota,Lekki,Enterprise,500000000.0
2bdrm Block of Flats in Ilupeju for sale,600,Block of Flats,2,2,Semi-Furnished,"Ilupeju, Ilupeju Industrial Estate",Ilupeju Industrial Estate,Ilupeju,Enterprise,850000000.0
3bdrm Duplex in Ikota for sale,220,Duplex,3,3,Semi-Furnished,"Lekki, Ikota",Ikota,Lekki,Enterprise,150000000.0
